imo,name_owner_builder_raw,capacity_cm,cargo_type,vessel_type,propulsion_type,delivery_year
9475208,"Soyo Mitsui, NYK Line, Seapeak Samsung",160400,Membrane,Conventional,DFDE,2011
9361639,"Spirit Of Hela MOL, Itochu HD Hyundai",177000,Membrane,Conventional,DFDE,2009
9315393,Stena Blue Sky Unknown Hanwha Ocean,145700,Membrane,Conventional,Steam,2006
9322255,Summit LNG Excelerate Energy Hanwha Ocean,138000,Membrane,FSRU,Steam,2006
9330745,Symphonic Breeze K Line Kawasaki,147600,Spherical,Conventional,Steam,2007
9403669,"Taitar No.1 CPC, Mitsui, NYK Line Mitsubishi",145300,Spherical,Conventional,Steam,2009
9403645,"Taitar No.2 MOL, NYK Line Kawasaki",145300,Spherical,Conventional,Steam,2009
9403671,"Taitar No.3 MOL, NYK Line Mitsubishi",145300,Spherical,Conventional,Steam,2010
9403657,"Taitar No.4 CPC, Mitsui, NYK Line Kawasaki",145300,Spherical,Conventional,Steam,2010
9334284,"Tangguh Batur NYK Line, Sovcomflot Hanwha Ocean",145700,Membrane,Conventional,Steam,2008
9349007,"Tangguh Foja K Line, PT Meratus Samsung",154800,Membrane,Conventional,DFDE,2008
9333632,Tangguh Hiri Seapeak HD Hyundai,155000,Membrane,Conventional,DFDE,2008
9349019,"Tangguh Jaya K Line, PT Meratus Samsung",155000,Membrane,Conventional,DFDE,2008
9355379,"Tangguh Palung K Line, PT Meratus Samsung",155000,Membrane,Conventional,DFDE,2009
9361990,Tangguh Sago Seapeak HD Hyundai,155000,Membrane,Conventional,DFDE,2009
9325893,"Tangguh Towuti NYK Line, PT Samudera, Sovcomflot Hanwha Ocean",145700,Membrane,Conventional,Steam,2008
9849887,SCF La Perouse Sovcomflot HD Hyundai,174000,Membrane,Conventional,X-DF,2020
9339260,"Seapeak Arwa Seapeak, Marubeni Samsung",168900,Membrane,Conventional,DFDE,2008
9771080,Seapeak Bahrain Seapeak Hanwha Ocean,173400,Membrane,FSU,ME-GI,2018
9236420,Seapeak Catalunya Seapeak IZAR,138200,Membrane,Conventional,Steam,2003
9681687,Seapeak Creole Seapeak Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2016
9247364,Seapeak Galicia Seapeak Hanwha Ocean,140500,Membrane,Conventional,Steam,2004
9781918,Seapeak Glasgow Seapeak HD Hyundai,174000,Membrane,Conventional,ME-GI,2018
9230048,Seapeak Hispania Seapeak Hanwha Ocean,140500,Membrane,Conventional,Steam,2002
9259276,Seapeak Madrid Seapeak IZAR,138000,Membrane,Conventional,Steam,2004
9342487,"Seapeak Magellan Seapeak, Marubeni Samsung",165500,Membrane,Conventional,DFDE,2009
9336749,Seapeak Marib Seapeak Samsung,165500,Membrane,Conventional,DFDE,2008
9369904,"Seapeak Meridian Seapeak, Marubeni Samsung",165500,Membrane,Conventional,DFDE,2010
9336737,"Seapeak Methane Seapeak, Marubeni Samsung",165500,Membrane,Conventional,DFDE,2008
9681699,Seapeak Oak Seapeak Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2016
9721401,Seapeak Vanvouver Seapeak Hanwha Ocean,173000,Membrane,Conventional,ME-GI,2017
9781920,Seapeak Yamal Seapeak HD Hyundai,174000,Membrane,Conventional,ME-GI,2019
9666558,"Seishu Maru Mitsubishi, NYK Line, Chubu Electric Mitsubishi",153000,Membrane,Conventional,Steam,2014
9293832,Seri Alam MISC Samsung,145700,Membrane,Conventional,Steam,2005
9293844,Seri Amanah MISC Samsung,145700,Membrane,Conventional,Steam,2006
9321653,Seri Anggun MISC Samsung,145700,Membrane,Conventional,Steam,2006
9321665,Seri Angkasa MISC Samsung,145700,Membrane,Conventional,Steam,2006
9329679,Seri Ayu MISC Samsung,145700,Membrane,Conventional,Steam,2007
9331634,Seri Bakti MISC Mitsubishi,152300,Membrane,Conventional,Steam,2007
9331660,Seri Balhaf MISC Mitsubishi,157000,Membrane,Conventional,DFDE,2009
9331672,Seri Balqis MISC Mitsubishi,152000,Membrane,Conventional,DFDE,2009
9331646,Seri Begawan MISC Mitsubishi,152300,Membrane,Conventional,Steam,2007
9331658,Seri Bijaksana MISC Mitsubishi,152300,Membrane,Conventional,Steam,2008
9714305,Seri Camar PETRONAS HD Hyundai,150200,Membrane,Conventional,Steam,2018
9714276,Seri Camellia PETRONAS HD Hyundai,150200,Membrane,Conventional,Steam,2016
9756389,Seri Cemara PETRONAS HD Hyundai,150200,Spherical,Conventional,Steam,2018
9714290,Seri Cempaka PETRONAS HD Hyundai,150200,Spherical,Conventional,ME-GI,2017
9714288,Seri Cenderawasih PETRONAS HD Hyundai,150200,Spherical,Conventional,Steam,2017
9896440,Seri Damai MISC Samsung,174000,Membrane,Conventional,X-DF,2023
9896452,Seri Daya MISC Samsung,174000,Membrane,Conventional,X-DF,2023
9338797,Sestao Knutsen Knutsen OAS IZAR,138000,Membrane,Conventional,Steam,2007
9414632,Sevilla Knutsen Knutsen OAS Hanwha Ocean,173400,Membrane,Conventional,DFDE,2010
9418365,Shagra Nakilat Samsung,266300,Membrane,Q-Max,SSD,2009
9035852,Shahamah National Gas Shipping Co Kawasaki,135000,Spherical,Conventional,Steam,1994
9253222,Shandong Juniper Shell Mitsubishi,135000,Spherical,Conventional,Steam,2004
9627485,Woodside Rogers Maran Gas Maritime Hanwha Ocean,159800,Membrane,Conventional,DFDE,2013
9975040,Woodside Scarlet Ibis (8170) Hyundai Glovis HD Hyundai,174000,Membrane,Conventional,ME-GA,2024
9915909,Wudang COSCO Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2022
9210828,Xinhang Energy Xinhang Shipping Co. Ltd. Mitsubishi,137000,Spherical,Conventional,Steam,2002
9750672,"Yakov Gakkel Seapeak, China LNG Shipping Hanwha Ocean",172000,Membrane,,DFDE,2019
9636747,Yari LNG TMS Cardiff Gas Hanwha Ocean,160000,Membrane,Conventional,DFDE,2014
9629586,Yenisei River Dynagas HD Hyundai,155000,Membrane,Conventional,DFDE,2013
9879674,Yiannis Maran Gas Maritime Hanwha Ocean,174000,Membrane,Conventional,ME-GI,2021
9431214,Zarga Nakilat Samsung,266000,Membrane,Q-Max,SSD,2010
9132818,Zekreet J4 Consortium Mitsui,137500,Spherical,Conventional,Steam,1998
9337731,"Tembek Nakilat, Asyad Shipping Samsung",216200,Membrane,Q-Flex,SSD,1982
9892456,Tenergy Tsakos HD Hyundai,174000,Membrane,Conventional,X-DF,2022
9761243,Tessala HYPROC HD Hyundai,171800,Membrane,Conventional,DFDE,2016
9006681,Torman II (ex-LNG Flora) NYK Line Kawasaki,127700,Spherical,FSU,Steam,1993
9238038,Trader II Capital Gas Samsung,138000,Membrane,Conventional,Steam,2002
9213416,Trader III Capital Gas Mitsubishi,137500,Membrane,Conventional,Steam,2002
9854765,Traiano Knutsen Knutsen OAS HD Hyundai,180000,Membrane,Conventional,ME-GI,2020
9350927,Trinity Glory K Line Imabari,155000,Membrane,Conventional,Steam,2009
9823883,Turquoise P Pardus Energy HD Hyundai,170000,Membrane,FSRU,DFDE,2019
9360829,"Umm Al Amad NYK Line, K Line, MOL, lino, Mitsui, Nakilat Hanwha Ocean",210200,Membrane,Q-Flex,SSD,2008
9074652,Umm Al Ashtan National Gas Shipping Co Kvaerner Masa,135000,Spherical,Conventional,Steam,1997
9308431,"Umm Bab Maran Gas Maritime, Nakilat Hanwha Ocean",145700,Membrane,Conventional,Steam,2005
9953250,Umm Ghuwailina (1791A) MOL Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2024
9977232,Umm Graybah (2597) JP Morgan Samsung,174000,Membrane,Conventional,ME-GA,2024
9372731,Umm Slal Nakilat Samsung,266000,Membrane,Q-Max,SSD,2008
9434266,Valencia Knutsen Knutsen OAS Hanwha Ocean,173400,Membrane,Conventional,DFDE,2010
9837066,Vasant 1 Botas HD Hyundai,180000,Membrane,FSRU,DFDE,2020
9630004,Velikiy Novgorod Sovcomflot STX,170200,Membrane,Conventional,DFDE,2014
9958846,Venture Bayou Venture Global Samsung,174000,Membrane,Conventional,ME-GA,2024
9956599,Venture Gator Venture Global Samsung,174000,Membrane,Conventional,ME-GA,2024
9895238,Vivirt City LNG H-Line Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2021
9950105,Vivit Africa LNG H-Line Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2023
9864667,Vivit Americas LNG TMS Cardiff Gas HD Hyundai,170520,Membrane,Conventional,X-DF,2020
9902756,Vivit Arabia LNG H-Line Shipping HD Hyundai,174000,Membrane,Conventional,X-DF,2022
9750701,Vladimir Rusanov MOL Hanwha Ocean,172000,Membrane,,DFDE,2018
9750658,Vladimir Vize MOL Hanwha Ocean,172000,Membrane,,DFDE,2018
9750737,"Vladimir Voronin Seapeak, China LNG Shipping Hanwha Ocean",172000,Membrane,,DFDE,2019
9892121,Wen Cheng CSSC Shpg Leasing Hudong- Zhonghua,174000,Membrane,Conventional,X-DF,2023
9627954,Wilforce CDB Leasing Hanwha Ocean,160000,Membrane,Conventional,DFDE,2013
9627966,Wilpride CDB Leasing Hanwha Ocean,160000,Membrane,Conventional,DFDE,2013
9753026,Woodside Chaney Maran Gas Maritime HD Hyundai,174000,Membrane,Conventional,ME-GI,2019
9859753,Woodside Charles Allen Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2020
9369899,"Woodside Donaldson Seapeak, Marubeni Samsung",165500,Membrane,Conventional,DFDE,2009
9633161,Woodside Goode Maran Gas Maritime Hanwha Ocean,159800,Membrane,Conventional,DFDE,2013
9810367,Woodside Rees Wither Maran Gas Maritime Hanwha Ocean,173400,Membrane,Conventional,ME-GI,2019
9959008,Hull 2599 Celsius Shipping Samsung Heavy Industries,180000,,,ME-GA,2025
9982689,Hull 2612 H-Line Shipping Samsung Heavy Industries,174000,,,ME-GA,2025
9969223,Hull 2619 Celsius Shipping Samsung Heavy Industries,180000,,,ME-GA,2025
9974149,Hull 2631 H-Line Shipping Samsung Heavy Industries,174000,,,X-DF,2025
9977244,Hull 2634 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977256,Hull 2637 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977268,Hull 2638 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9980851,Hull 2639 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977270,Hull 2641 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977282,Hull 2642 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977294,Hull 2643 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977309,Hull 2644 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977311,Hull 2645 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9977335,Hull 2647 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9988700,Hull 2651 Celsius Shipping Samsung Heavy Industries,180000,,,ME-GA,2025
9975521,Hull 3370 SK Shipping HD Hyundai Heavy Industries,175000,,,ME-GA,2025
9981386,Hull 3383 Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9981398,Hull 3384 Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9946362,Hull 8102 Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9972218,Hull 8181 Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9953274,"Hull H1793A MOL, Cosco Shipping Energy Transportation Hudong-Zhonghua",174000,,,X-DF,2025
9986609,"Hull H1797A MISC, NYK Line, K Line, China LNG Hudong-Zhonghua",174000,,,X-DF,2025
9986611,"Hull H1798A MISC, NYK Line, K Line, China LNG Hudong-Zhonghua",174000,,,X-DF,2025
9979761,Hull H1892A Cosco Shipping Energy Transportation Hudong-Zhonghua,174000,,,X-DF,2025
9979773,Hull H1893A Cosco Shipping Energy Transportation Hudong-Zhonghua,174000,,,X-DF,2025
9997701,"Hull H1894A K Line, China Merchants Energy Shipping, CMC Hudong-Zhonghua",174000,,,X-DF,2025
9997672,"Hull H1895A K Line, China Merchants Energy Shipping, CMC Hudong-Zhonghua",174000,,,X-DF,2025
9997684,"Hull H1896A K Line, China Merchants Energy Shipping, CMC Hudong-Zhonghua",174000,,,X-DF,2025
9969388,Ignacy Jan Paderewski Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9918030,Ilya Mechnikov MOL Hanwha Ocean,172600,,,DFDE,2025
9965435,Jiangnan H2701 ADNOC L&S Jiangnan,174000,,,X-DF,2025
9972945,Jiangnan H2702 ADNOC L&S Jiangnan,174000,,,X-DF,2024
9904546,Alexey Kosygin Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9982677,Al-Kheesha H-Line Shipping Samsung Heavy Industries,174000,,,ME-GA,2025
9968944,BW Borealis BW Hanwha Ocean,174000,,,ME-GI,2025
9968932,BW Nivalis BW Hanwha Ocean,174000,,,ME-GI,2025
9967330,Clean Levant Dynagas HD Hyundai Heavy Industries,200000,,,X-DF,2025
9967328,Clean Mistral Dynagas HD Hyundai Heavy Industries,200000,,,X-DF,2025
9967342,Clean Srocco Dynagas HD Hyundai Heavy Industries,200000,,,X-DF,2025
9970650,Dalian No 1 G175K-1 China Merchants Energy Shipping Dalian Shipbuilding Industry Co,175000,,,X-DF,2025
9970662,Dalian No 1 G175K-2 China Merchants Energy Shipping Dalian Shipbuilding Industry Co,175000,,,X-DF,2025
9989118,Dalian No 1 G175K-3 China Merchants Energy Shipping Dalian Shipbuilding Industry Co,175000,,,X-DF,2025
9976147,Gail Sagar CoolCo Hyundai Samho Heavy Industries,174000,,,ME-GA,2025
9972359,HL Alyssa Warner H-Line Shipping Samsung Heavy Industries,174000,,,ME-GA,2025
9972361,HL Edward Austin H-Line Shipping Samsung Heavy Industries,174000,,,ME-GA,2025
9986283,HL Fortuna H-Line Shipping Hyundai Samho Heavy Industries,174000,,,X-DF,2025
9972373,HL Sea Eagle H-Line Shipping Samsung Heavy Industries,174000,,,ME-GA,2025
9904704,Hull 045 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918779,Hull 046 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918781,Hull 047 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918793,Hull 048 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918808,Hull 049 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918810,Hull 050 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918846,Hull 053 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918858,Hull 054 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9918860,Hull 055 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9928061,Hull 2393 NYK Line Samsung Heavy Industries,174000,,,X-DF,2025
9928073,Hull 2394 NYK Line Samsung Heavy Industries,174000,,,X-DF,2025
9928085,Hull 2395 Lantus Marine Inc. Samsung Heavy Industries,174000,,,X-DF,2025
9928097,Hull 2396 Tarrace Navigation Corp. Samsung Heavy Industries,174000,,,X-DF,2025
9961398,Hull 2537 Maran Gas Maritime Hanwha Ocean,174000,,,ME-GI,2025
9961403,Hull 2538 Maran Gas Maritime Hanwha Ocean,174000,,,ME-GI,2025
9963815,Hull 2539 Maran Gas Maritime Hanwha Ocean,174000,,,ME-GI,2025
9963827,Hull 2540 Maran Gas Maritime Hanwha Ocean,174000,,,ME-GI,2025
9970686,Hull 2551 MOL Hanwha Ocean,174000,,,ME-GA,2025
9991850,Hull 2566 Meiji Shipping Hanwha Ocean,174000,,,X-DF,2025
9958999,Hull 2598 Celsius Shipping Samsung Heavy Industries,180000,,,ME-GA,2025
9972385,HL Puffin H-Line Shipping Samsung Heavy Industries,174000,,,ME-GA,2026
9918822,Hull 051 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2026
9918834,Hull 052 Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2026
9903437,Hull 2316 Sinokor Maritime Co Ltd Samsung Heavy Industries,174000,,,X-DF,2026
9970569,Hull 2541 Venture Global Hanwha Ocean,200000,,,ME-GI,2026
9970571,Hull 2542 Venture Global Hanwha Ocean,200000,,,ME-GI,2026
9970583,Hull 2543 Venture Global Hanwha Ocean,200000,,,ME-GI,2026
9976939,Hull 2549 K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9970674,Hull 2550 MOL Hanwha Ocean,174000,,,ME-GA,2026
9974606,Hull 2552 Maran Gas Maritime Hanwha Ocean,174000,,,ME-GI,2026
9974618,Hull 2553 Maran Gas Maritime Hanwha Ocean,174000,,,ME-GI,2026
9983176,Hull 2558 MOL Hanwha Ocean,174000,,,ME-GA,2026
9986051,Hull 2559 K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9986104,Hull 2561 K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9986063,Hull 2562 K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9986099,Hull 2563 K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9986116,Hull 2564 K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9986075,Hull 2565 K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9991862,Hull 2567 Meiji Shipping Hanwha Ocean,174000,,,X-DF,2026
9991874,Hull 2568 Meiji Shipping Hanwha Ocean,174000,,,X-DF,2026
9991903,Hull 2569 Meiji Shipping Hanwha Ocean,174000,,,X-DF,2026
9991915,Hull 2570 MISC Hanwha Ocean,174000,,,X-DF,2026
9991927,Hull 2571 MISC Hanwha Ocean,174000,,,X-DF,2026
9991939,Hull 2572 TMS Cardiff Gas Hanwha Ocean,174000,,,X-DF,2026
9991941,Hull 2573 TMS Cardiff Gas Hanwha Ocean,174000,,,X-DF,2026
9997634,Hull 2574 Venture Global Hanwha Ocean,200000,,,ME-GI,2026
9997658,Hull 2575 Venture Global Hanwha Ocean,200000,,,ME-GI,2026
9989429,Hull 2576 MOL Hanwha Ocean,174000,,,ME-GA,2026
9987445,Hull 2579 Maran Gas Maritime Hanwha Ocean,174000,,,ME-GI,2026
9972684,Hull 2636 TMS Cardiff Gas Samsung Heavy Industries,174000,,,ME-GA,2026
9981049,Hull 2640 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2026
9977323,Hull 2646 JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2026
9988023,Hull 2652 Minerva Marine Samsung Heavy Industries,174000,,,ME-GA,2026
9988035,Hull 2653 Minerva Marine Samsung Heavy Industries,174000,,,X-DF,2026
9904699,Konstantin Posiet Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9976927,Lebrethah K3 Consortium Hanwha Ocean,174000,,,ME-GA,2025
9918016,Lev Landau Hanwha Ocean Hanwha Ocean,172600,,,X-DF,2025
9975507,Mareekh Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9975519,Mesaieed Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9956953,MOL Azure MOL Hanwha Ocean,174000,,,ME-GA,2025
9947512,New Oasis Pan Ocean HD Hyundai Heavy Industries,174000,,,X-DF,2025
9918042,Nikolay Basov MOL Hanwha Ocean,172600,,,DFDE,2025
9918054,Nikolay Semenov MOL Hanwha Ocean,172600,,,DFDE,2025
9958327,North Valley MOL Hanwha Ocean,174000,,,ME-GA,2025
9947639,Orion Gaugin JP Morgan Hyundai Samho Heavy Industries,174000,,,X-DF,2025
9947627,Orion Hugo JP Morgan Hyundai Samho Heavy Industries,174000,,,X-DF,2025
9958858,Orion Saint (Hull 2601) JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9956616,Orion Sirius JP Morgan Samsung Heavy Industries,174000,,,ME-GA,2025
9947615,Puteri Mayang Hyundai LNG Shipping Hyundai Samho Heavy Industries,174000,,,ME-GA,2025
9918004,Pyotr Kapitsa Hanwha Ocean Hanwha Ocean,172600,,,DFDE,2025
9904675,Pyotr Stolypin Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9904687,Sergei Witte Smart LNG Zvezda Shipbuilding,172600,,,DFDE,2025
9976915,Umm Swayyah K3 Consortium Hanwha Ocean,174000,,,ME-GA,2025
9960588,Venture Acadia BW Hanwha Ocean,174000,,,ME-GI,2025
9960590,Venture Creole BW Hanwha Ocean,174000,,,ME-GI,2025
9981374,Wadi Al Syl Knutsen OAS HD Hyundai Heavy Industries,174000,,,X-DF,2025
9962433,Woodside Barrumbara Gaslog Hanwha Ocean,174000,,,ME-GI,2025
9962421,Woodside Jirrubakura Gaslog Hanwha Ocean,174000,,,ME-GI,2025
9918028,Zhores Alferov Hanwha Ocean Hanwha Ocean,172600,,,DFDE,2025
9975337,Agamemnon Capital Gas Hyundai Samho Heavy Industries,174000,,,ME-GA,2026
9995727,Alcaios I Capital Gas Hyundai Samho Heavy Industries,174000,,,X-DF,2026
9986087,Al-Slaimi K3 Consortium Hanwha Ocean,174000,,,ME-GA,2026
9995739,Antaios I Capital Gas Hyundai Samho Heavy Industries,174000,,,X-DF,2026
9975325,Archimidis Capital Gas Hyundai Samho Heavy Industries,174000,,,ME-GA,2026
9994046,Clean Brownsville Dynagas HD Hyundai Heavy Industries,200000,,,ME-GA,2026
9989120,Dalian No 1 G175K-4 China Merchants Energy Shipping Dalian Shipbuilding Industry Co,175000,,,X-DF,2026
